miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
cfa-let-7a-1	3:chr10:20034338-20034388:-	13	7.390025	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034347-20034388:-	7	3.979244	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034348-20034388:-	2	1.136927	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034349-20034388:-	9	5.116171	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034354-20034388:-	1	0.568463	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034358-20034388:-	2	1.136927	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034361-20034388:-	1	0.568463	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034364-20034388:-	1	0.568463	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034365-20034388:-	112	63.667908	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034366-20034388:-	2996	1703.116544	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034366-20034389:-	4	2.273854	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034367-20034388:-	924	525.260243	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034367-20034389:-	3	1.705390	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034368-20034388:-	46	26.149319	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034368-20034389:-	2	1.136927	N	mature,MIMAT0006594
cfa-let-7a-1	3:chr10:20034369-20034388:-	6	3.410781	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052821:+	9	5.116171	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052822:+	30	17.053904	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052823:+	897	509.911729	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052824:+	3031	1723.012765	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052825:+	113	64.236372	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052826:+	5	2.842317	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052802-12052834:+	1	0.568463	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052803-12052824:+	1	0.568463	N	mature,MIMAT0006594
cfa-let-7a-2	3:chr5:12052805-12052823:+	1	0.568463	N	mature,MIMAT0006594
cfa-let-7b	3:chr10:20033392-20033413:-	2	1.136927	N	unannotated
cfa-let-7b	3:chr10:20033436-20033468:-	3	1.705390	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033444-20033468:-	17	9.663879	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033445-20033468:-	735	417.820648	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033446-20033468:-	3847	2186.878954	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033447-20033468:-	346	196.688359	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033448-20033468:-	61	34.676271	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033449-20033468:-	6	3.410781	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033450-20033468:-	18	10.232342	N	mature,MIMAT0009836
cfa-let-7b	3:chr10:20033451-20033468:-	2	1.136927	N	mature,MIMAT0009836
cfa-let-7c	3:chr31:13259521-13259542:+	1	0.568463	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259543:+	2	1.136927	N	mature,MIMAT0006669
cfa-let-7c	3:chr31:13259521-13259544:+	9	5.116171	N	mature,MIMAT0006669
